name,pos,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%
Arijanet Muric,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50
Albert Rosas,FW,89,1,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
Marc Pujol,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan Cervós,LM,89,0,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0
Victor Bernat,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Vales,CM,90,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0
Marc Vales,CM,90,0,0,0,0,0,0,1,0,2,1,0,0,2,5,0,0,0,0,0,0,0
Jordi Rubio,RM,67,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Martínez Palau,"FW,MF",23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Marc García,LB,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Moisés San Nicolás,"DF,MF",13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Albert Alavedra,CB,90,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Joel Guillen,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Max Llovera,CB,90,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0
Jesús Rubio,RB,90,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0
Iker Álvarez,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Iker Álvarez,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,80
Cedric Itten,FW,67,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
Noah Okafor,"FW,MF",23,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Vargas,AM,73,1,0,0,0,2,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
Christian Fassnacht,"FW,MF",17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zeki Amdouni,AM,68,1,0,0,0,4,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Renato Steffen,"FW,MF",22,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Granit Xhaka,DM,90,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Denis Zakaria,DM,73,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
Fabian Rieder,"FW,MF",17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Remo Freuler,DM,90,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Ricardo Rodríguez,LB,84,0,0,0,0,0,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,0
Edimilson Fernandes,"DF,MF",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nico Elvedi,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
Manuel Akanji,CB,90,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
Silvan Widmer,RB,90,1,0,0,0,1,1,1,0,1,0,0,4,1,1,0,0,0,0,0,0,0
Yann Sommer,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Sommer,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100
Mahmoud Jaber,FW,53,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Oscar Gloukh,FW,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Baribo,FW,62,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
Shon Weissman,FW,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manor Solomon,LM,90,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Neta Lavi,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Dor Peretz,CM,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavriel Kanichowsky,MF,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dolev Haziz,RM,52,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
Sagiv Yehezkel,FW,38,0,0,0,0,1,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
Doron Leidner,LB,90,0,0,0,0,0,0,0,0,1,0,0,2,2,4,0,0,0,0,0,0,0
Raz Shlomo,CB,90,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Miguel Vítor,CB,90,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0
Eli Dasa,RB,90,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0
Omri Glazer,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omri Glazer,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,66
Enes Ünal,FW,80,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Umut Nayir,FW,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerem Aktürkoğlu,AM,66,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Barış Alper Yılmaz,MF,24,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Hakan Çalhanoğlu,AM,37,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0
İsmail Yüksek,MF,53,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0
Cengiz Ünder,AM,80,0,0,0,0,3,1,0,0,0,3,0,7,1,0,0,0,0,0,0,0,0
Cenk Tosun,"FW,MF",10,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salih Özcan,DM,90,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0
Orkun Kökçü,DM,66,0,0,0,0,3,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
Arda Güler,MF,24,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0
Ferdi Kadioglu,LB,90,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0
Çağlar Söyüncü,CB,90,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
Merih Demiral,CB,90,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Zeki Çelik,RB,90,0,0,0,0,1,0,0,0,0,1,0,4,4,2,0,0,0,0,0,0,0
Mert Günok,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mert Günok,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,60
Ivan Perišić,FW,89,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0
Luka Ivanušec,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrej Kramarić,FW,83,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Petar Musa,FW,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mario Pašalić,FW,64,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Josip Juranović,"DF,MF",26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mateo Kovačić,CM,90,2,0,0,0,3,2,0,0,3,1,0,0,4,2,0,0,0,0,0,0,0
Marcelo Brozović,CM,90,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Luka Modrić,CM,83,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0
Lovro Majer,MF,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borna Barišić,LB,90,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0
Joško Gvardiol,CB,90,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0
Josip Šutalo,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Josip Stanišić,RB,90,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0
Dominik Livaković,GK,90,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Dominik Livaković,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,100
Dennis Man,FW,64,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Octavian-George Popescu,"FW,MF",26,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Denis Alibec,FW,76,0,0,0,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Florin Tănase,"FW,MF",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olimpiu Moruțan,FW,64,0,0,0,0,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0
Mihai Dobre,"FW,MF",26,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nicolae Stanciu,CM,76,1,0,0,0,3,1,1,0,3,3,0,4,0,2,0,0,0,0,0,0,0
Marius Marin,MF,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tudor Băluță,CM,43,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Alexandru Cicâldău,MF,47,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Răzvan Marin,CM,90,0,1,0,0,0,0,0,0,4,1,0,2,1,1,0,0,0,0,0,0,0
Raul Oprut,LB,90,0,0,0,0,1,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0
Andrei Burcă,CB,90,1,0,0,0,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
Radu Drăgușin,CB,90,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0
Cristian Manea,RB,90,0,0,0,0,0,0,0,0,0,2,0,6,1,1,0,0,0,0,0,0,0
Ionuț Radu,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ionuț Radu,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,80
Uladzimir Khvashchynski,FW,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Roman Yuzepchuk,"DF,FW",45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Maks Ebonh,FW,90,0,0,0,0,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0
Ivan Bakhar,LM,77,0,0,0,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Uladzislaŭ Marozaŭ,FW,13,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evgeni Yablonski,CM,64,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Vladislav Klimovich,FW,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aleksandr Selyava,CM,90,0,0,0,0,0,0,0,0,2,1,0,3,0,3,0,0,0,0,0,0,0
Yury Kavalyow,RM,84,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
Dzianis Hračycha,MF,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladislav Malkevich,LB,90,0,0,0,0,0,0,1,0,2,1,0,2,3,2,0,0,0,0,0,0,0
Ruslan Khadarkevich,CB,90,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Zakhar Volkov,CB,90,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0
Artem Bykov,RB,90,0,0,0,0,1,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0
Maksim Plotnikaŭ,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maksim Plotnikaŭ,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,33
Joel Pohjanpalo,FW,90,1,0,0,0,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
Teemu Pukki,LM,64,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Daniel Håkans,MF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaan Kairinen,CM,90,0,0,0,0,1,0,0,0,1,0,0,2,4,2,0,0,0,0,0,0,0
Rasmus Schüller,CM,78,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
Glen Kamara,MF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Antman,RM,78,1,0,0,0,3,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0
Anssi Tapio Suhonen,MF,12,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Ilmari Niskanen,LB,90,0,0,0,0,1,0,1,0,3,0,0,4,1,1,0,0,0,0,0,0,0
Richard Jensen,CB,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Matti Peltola,"DF,MF",26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Robert Ivanov,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
Arttu Hoskonen,CB,90,0,0,0,0,1,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0
Nikolai Alho,RB,70,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
Jere Uronen,"DF,MF",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukáš Hrádecký,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukáš Hrádecký,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100
Benjamin Šeško,FW,85,0,0,0,0,4,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0
Žan Celar,FW,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andraž Šporar,FW,64,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Žan Vipotnik,FW,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sandi Lovrić,LW,64,0,0,0,0,2,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0
Jan Mlakar,"FW,MF",26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Petar Stojanović,RW,77,0,0,0,0,2,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0
Benjamin Verbič,"FW,MF",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Gnezda Čerin,CM,90,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
Miha Zajc,CM,78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timi Elšnik,MF,12,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Jure Balkovec,LB,90,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0
Jaka Bijol,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
David Brekalo,CB,90,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Žan Karničnik,RB,90,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0
Vid Belec,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vid Belec,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,33
Kieffer Moore,FW,77,0,1,0,0,7,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Daniel James,AM,81,1,0,0,0,4,1,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0
Nathan Broadhead,"FW,MF",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Wilson,AM,82,1,0,0,0,2,1,0,0,0,3,1,8,1,1,0,0,0,0,0,0,0
Tom Bradshaw,FW,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brennan Johnson,AM,70,0,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
David Brooks,"FW,MF",20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Aaron Ramsey,DM,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joe Morrell,"FW,MF",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Ampadu,DM,90,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0
Ben Davies,LB,90,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Joe Rodon,CB,66,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,"DF,MF",24,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
Chris Mepham,CB,90,0,0,0,0,0,0,1,0,1,1,0,0,4,2,0,0,0,0,0,0,0
Connor Roberts,RB,90,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
Danny Ward,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Ward,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
Grant Ranos,FW,87,2,0,0,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Artur Serobyan,FW,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Lucas Zelarayán,AM,75,2,1,0,0,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Norberto Briasco,"FW,MF",15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tigran Barseghyan,AM,62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wahan Biczachczian,"FW,MF",28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Nair Tiknizyan,DM,90,0,1,0,0,0,0,1,0,1,0,0,4,0,2,0,0,0,0,0,0,0
Eduard Spertsyan,DM,90,0,1,0,0,2,0,0,0,1,1,0,4,1,2,0,0,0,0,0,0,0
Uguchukwu Iwu,DM,90,0,1,0,0,1,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0
Artak Dashyan,DM,90,0,0,0,0,1,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0
Styopa Mkrtchyan,CB,90,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Georgi Harutyunyan,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
André Calisir,CB,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varazdat Haroyan,DF,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ognjen Čančarević,GK,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ognjen Čančarević,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,60
Rasmus Højlund,FW,89,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mohammed Daramy,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Braithwaite,AM,72,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0
Mikkel Damsgaard,"FW,MF",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Wind,AM,79,1,0,0,0,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
Rasmus Kristensen,"DF,MF",11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Andreas Skov Olsen,AM,79,0,0,0,0,0,0,0,0,0,2,0,10,2,0,0,0,0,0,0,0,0
Jesper Lindstrøm,"FW,MF",11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Christian Eriksen,DM,90,0,0,0,0,2,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0
Pierre Højbjerg,DM,90,0,0,0,0,3,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0
Joakim Mæhle,LB,72,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0
Jens Stryger Larsen,"DF,MF",18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Andreas Christensen,CB,90,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0
Simon Kjær,CB,90,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Joachim Andersen,RB,90,0,0,0,0,1,1,0,0,2,1,0,3,2,0,0,0,0,0,0,0,0
Kasper Schmeichel,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper Schmeichel,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,100
Shayne Lavery,FW,68,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Dion Charles,"FW,MF",22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Isaac Price,FW,76,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Dale Taylor,"FW,MF",14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trai Hume,LM,90,0,0,0,0,1,0,1,0,3,0,0,0,4,2,0,0,0,0,0,0,0
George Saville,CM,90,0,0,0,0,2,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
Shea Charles,CM,68,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
Jordan Thompson,MF,22,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Alistair McCann,CM,84,0,0,0,0,0,0,1,0,4,0,0,1,1,3,0,0,0,0,0,0,0
Callum Marshall,DF,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Conor Bradley,RM,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Conor McMenamin,FW,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ciaron Brown,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0
Jonny Evans,CB,90,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Paddy McNair,CB,90,0,0,0,0,1,1,1,0,1,1,0,1,2,1,0,0,0,0,0,0,0
Bailey Peacock-Farrell,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bailey Peacock-Farrell,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,80
Ayoub El Hmidi,FW,59,0,0,0,0,1,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0
Aymen Mouelhi,DF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kian Ronan,LM,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scott Wiseman,"DF,MF",19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Niels Hartman,CM,59,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Louie Annesley,"DF,MF",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Pozo,CM,83,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
Joseph Chipolina,"DF,MF",7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Lee Casciaro,RM,59,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tjay De Barr,FW,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ethan Britto,LB,90,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0
Jayce Olivero,CB,90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bernardo Lopes,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Chipolina,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Jack Sergeant,RB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dayle Coleing,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayle Coleing,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,77
Kylian Mbappé,FW,90,1,0,1,1,7,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Olivier Giroud,FW,65,1,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Randal Kolo Muani,"FW,MF",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsley Coman,FW,65,0,1,0,0,3,2,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0
Ousmane Dembélé,"FW,MF",25,0,0,0,0,2,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
Eduardo Camavinga,CM,78,0,0,0,0,1,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0
Youssouf Fofana,MF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurélien Tchouaméni,CM,90,0,0,0,0,6,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0
Antoine Griezmann,CM,65,0,0,0,0,3,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
